Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
NO,49.0,49.7,41.6,46.8
IND,34.9,33.0,32.7,33.5
BAL,7.0,6.0,9.7,7.6
KC,3.0,2.9,3.5,3.1
CHI,1.2,2.5,3.4,2.4
GB,1.2,1.9,2.5,1.9
NYG,1.5,0.9,0.8,1.1
TB,0.6,1.2,1.4,1.1
LAR,0.7,0.6,0.9,0.7
CLE,0.1,0.2,1.2,0.5
LAC,0.1,0.1,0.6,0.2
BUF,0.3,0.1,0.2,0.2
SF,0.0,0.3,0.2,0.2
OAK,0.2,0.1,0.2,0.2
SEA,0.0,0.1,0.2,0.1
DAL,0.0,0.1,0.2,0.1
DET,0.2,0.0,0.1,0.1
NYJ,0.0,0.0,0.2,0.1
ARI,0.0,0.0,0.1,0.0
MIA,0.0,0.0,0.1,0.0
MIN,0.0,0.0,0.1,0.0
ATL,0.0,0.0,0.1,0.0
PIT,0.0,0.0,0.1,0.0
CIN,0.0,0.0,0.1,0.0
CAR,0.0,0.0,0.0,0.0
TEN,0.0,0.0,0.0,0.0
