Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
LAC,46.5,42.7,38.8,42.7
MIN,30.2,31.0,24.8,28.6
PIT,10.8,12.9,16.6,13.5
MIA,3.4,2.8,3.3,3.2
KC,1.4,2.6,3.2,2.4
CLE,2.9,1.8,1.8,2.2
NO,1.6,0.9,2.5,1.7
SEA,0.4,0.7,1.9,1.0
NE,0.8,1.0,1.0,0.9
BAL,0.4,0.9,1.3,0.9
TB,0.3,0.7,0.8,0.6
DET,0.3,0.6,0.7,0.5
CIN,0.4,0.3,0.6,0.4
WAS,0.2,0.4,0.6,0.4
CAR,0.1,0.2,0.5,0.3
GB,0.1,0.1,0.6,0.3
PHI,0.0,0.0,0.4,0.1
HOU,0.0,0.1,0.2,0.1
ATL,0.1,0.1,0.1,0.1
DAL,0.0,0.0,0.2,0.1
IND,0.0,0.1,0.0,0.1
ARI,0.1,0.0,0.1,0.0
LAR,0.0,0.0,0.1,0.0
DEN,0.0,0.0,0.0,0.0
JAX,0.0,0.0,0.0,0.0
TEN,0.0,0.0,0.0,0.0
NYJ,0.0,0.0,0.0,0.0
LV,0.0,0.0,0.0,0.0
