Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
MIN,50.4,46.0,38.0,44.8
PIT,21.6,24.2,24.2,23.3
LAR,19.0,17.3,19.2,18.5
NO,2.3,5.6,6.9,4.9
NE,0.6,1.8,3.2,1.9
SEA,2.0,1.2,1.6,1.6
IND,1.7,1.0,1.4,1.3
DET,1.3,1.1,1.4,1.3
JAX,0.9,0.6,1.1,0.9
HOU,0.2,0.4,1.1,0.6
SF,0.1,0.1,0.4,0.2
GB,0.2,0.2,0.2,0.2
CHI,0.1,0.1,0.2,0.1
TEN,0.1,0.1,0.2,0.1
BUF,0.1,0.1,0.2,0.1
PHI,0.0,0.0,0.2,0.1
MIA,0.0,0.1,0.0,0.0
WAS,0.0,0.0,0.1,0.0
DEN,0.0,0.0,0.1,0.0
NYJ,0.0,0.0,0.1,0.0
CAR,0.0,0.0,0.1,0.0
KC,0.0,0.0,0.1,0.0
TB,0.0,0.0,0.0,0.0
NYG,0.0,0.0,0.1,0.0
LAC,0.0,0.0,0.0,0.0
ATL,0.0,0.0,0.0,0.0
OAK,0.0,0.0,0.0,0.0
CIN,0.0,0.0,0.0,0.0
CLE,0.0,0.0,0.0,0.0
ARI,0.0,0.0,0.0,0.0
