Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
DAL,32.1,23.9,23.1,26.4
BAL,13.7,16.2,16.1,15.3
ARI,18.5,10.7,11.4,13.5
KC,7.8,12.8,12.7,11.1
SF,3.8,9.7,8.3,7.3
LAR,6.4,5.1,6.7,6.1
PIT,5.4,6.4,6.0,5.9
SEA,4.1,4.6,4.5,4.4
NO,2.5,5.2,3.9,3.9
HOU,1.5,2.6,3.2,2.4
TB,1.5,1.0,1.5,1.3
NE,1.6,0.7,0.0,0.8
ATL,0.3,0.4,0.7,0.5
TEN,0.0,0.2,1.1,0.4
BUF,0.2,0.1,0.2,0.2
CAR,0.2,0.1,0.2,0.2
CLE,0.1,0.1,0.2,0.1
IND,0.1,0.1,0.1,0.1
CHI,0.1,0.0,0.1,0.0
JAX,0.1,0.0,0.0,0.0
NYJ,0.0,0.0,0.1,0.0
MIA,0.0,0.0,0.0,0.0
NYG,0.0,0.0,0.0,0.0
LV,0.0,0.0,0.0,0.0
LAC,0.0,0.0,0.0,0.0
PHI,0.0,0.0,0.0,0.0
CIN,0.0,0.0,0.0,0.0
MIN,0.0,0.0,0.0,0.0
WAS,0.0,0.0,0.0,0.0
DEN,0.0,0.0,0.0,0.0
