Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
DEN,35.9,25.9,29.6,30.5
SEA,13.8,21.9,22.4,19.4
CIN,8.0,17.6,11.6,12.4
SD,7.5,9.8,11.0,9.4
ARI,15.7,4.3,5.5,8.5
SF,8.0,4.5,5.1,5.9
TEN,3.8,8.6,4.9,5.7
BAL,2.5,2.1,2.3,2.3
GB,2.0,2.1,2.6,2.2
IND,0.7,1.0,1.3,1.0
NE,0.5,0.5,0.9,0.6
ATL,0.4,0.6,0.6,0.5
DET,0.5,0.3,0.5,0.4
CLE,0.1,0.3,0.6,0.3
PHI,0.2,0.1,0.4,0.2
PIT,0.1,0.1,0.3,0.2
MIN,0.1,0.1,0.1,0.1
JAX,0.1,0.0,0.1,0.1
HOU,0.1,0.0,0.1,0.1
NYG,0.1,0.0,0.1,0.0
CHI,0.0,0.0,0.1,0.0
BUF,0.0,0.0,0.0,0.0
MIA,0.0,0.0,0.0,0.0
CAR,0.0,0.0,0.0,0.0
DAL,0.0,0.0,0.0,0.0
STL,0.0,0.0,0.0,0.0
TB,0.0,0.0,0.0,0.0
WAS,0.0,0.0,0.0,0.0
OAK,0.0,0.0,0.0,0.0
NYJ,0.0,0.0,0.0,0.0
