Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
NE,58.6,50.7,49.4,52.9
NO,14.5,24.4,21.6,20.2
IND,11.1,7.7,9.7,9.5
ATL,5.8,7.2,6.1,6.3
CIN,4.6,5.1,5.9,5.2
PHI,0.8,1.2,1.4,1.1
DAL,1.1,0.7,1.1,1.0
MIA,0.5,0.6,0.7,0.6
CAR,0.6,0.5,0.6,0.6
HOU,0.7,0.2,0.4,0.4
BAL,0.3,0.1,0.9,0.4
CHI,0.3,0.2,0.3,0.3
SF,0.2,0.2,0.3,0.2
SD,0.2,0.1,0.3,0.2
NYG,0.1,0.1,0.3,0.2
BUF,0.2,0.1,0.2,0.2
GB,0.1,0.1,0.2,0.1
SEA,0.1,0.1,0.1,0.1
DET,0.1,0.2,0.0,0.1
NYJ,0.1,0.1,0.1,0.1
KC,0.1,0.0,0.1,0.1
CLE,0.1,0.0,0.1,0.1
DEN,0.1,0.0,0.1,0.0
STL,0.0,0.0,0.1,0.0
PIT,0.0,0.0,0.1,0.0
ARI,0.0,0.0,0.0,0.0
JAX,0.0,0.0,0.0,0.0
TB,0.0,0.0,0.0,0.0
WAS,0.0,0.0,0.0,0.0
OAK,0.0,0.0,0.0,0.0
MIN,0.0,0.0,0.0,0.0
TEN,0.0,0.0,0.0,0.0
