Team,YahooYahoo,Average
DAL,27.7,27.7
SD,18.3,18.3
ATL,10.3,10.3
BAL,7.8,7.8
NO,6.9,6.9
NYJ,6.8,6.8
PIT,5.8,5.8
CIN,4.5,4.5
KC,4.2,4.2
TEN,2.5,2.5
JAX,1.2,1.2
PHI,0.8,0.8
CHI,0.8,0.8
GB,0.6,0.6
TB,0.6,0.6
MIA,0.3,0.3
CLE,0.2,0.2
NE,0.1,0.1
IND,0.1,0.1
DEN,0.1,0.1
SF,0.1,0.1
NYG,0.1,0.1
DET,0.1,0.1
BUF,0.1,0.1
MIN,0.0,0.0
STL,0.0,0.0
OAK,0.0,0.0
WAS,0.0,0.0
CAR,0.0,0.0
ARI,0.0,0.0
HOU,0.0,0.0
SEA,0.0,0.0
