Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
CIN,18.7,21.9,13.6,18.1
NE,13.7,16.9,12.5,14.4
GB,19.2,9.9,12.3,13.8
DAL,17.2,10.7,7.8,11.9
BUF,11.9,12.1,8.3,10.7
DEN,0.2,1.3,16.3,5.9
LAC,1.9,7.6,3.7,4.4
KC,3.1,5.1,2.8,3.7
HOU,1.9,2.1,6.0,3.3
PIT,2.3,2.2,2.9,2.5
TEN,2.9,2.2,1.4,2.2
NYJ,3.0,2.2,1.1,2.1
MIN,1.0,1.5,0.8,1.1
ATL,0.2,0.4,1.8,0.8
SEA,0.4,0.2,1.6,0.7
DET,0.5,0.6,0.9,0.7
CAR,0.2,0.3,1.1,0.5
TB,0.2,0.6,0.6,0.5
ARI,0.1,0.3,0.8,0.4
PHI,0.2,0.1,0.9,0.4
SF,0.3,0.4,0.3,0.3
NO,0.4,0.1,0.3,0.3
IND,0.1,0.1,0.5,0.3
WAS,0.0,0.0,0.7,0.2
LAR,0.1,0.2,0.2,0.2
CLE,0.1,0.3,0.1,0.2
JAX,0.1,0.3,0.1,0.2
NYG,0.1,0.2,0.1,0.1
CHI,0.0,0.1,0.3,0.1
OAK,0.1,0.0,0.1,0.1
MIA,0.0,0.1,0.1,0.1
BAL,0.0,0.0,0.1,0.0
