Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
NO,49.8,45.1,41.1,45.3
BAL,15.7,14.7,14.7,15.0
MIA,12.6,12.4,12.6,12.6
IND,4.9,8.0,7.9,6.9
PIT,3.0,7.2,6.9,5.7
STL,6.1,4.1,5.8,5.3
TEN,3.0,1.8,2.4,2.4
CAR,0.7,1.1,1.1,1.0
ARI,1.0,0.7,1.0,0.9
PHI,0.4,1.0,1.0,0.8
CIN,0.4,0.9,0.8,0.7
KC,0.4,0.6,0.7,0.6
NE,0.4,0.3,0.6,0.4
NYG,0.2,0.4,0.5,0.4
GB,0.2,0.4,0.4,0.3
CLE,0.1,0.1,0.6,0.3
DET,0.3,0.2,0.3,0.3
MIN,0.2,0.2,0.3,0.2
DEN,0.1,0.1,0.3,0.2
ATL,0.1,0.1,0.1,0.1
CHI,0.1,0.1,0.1,0.1
DAL,0.1,0.1,0.1,0.1
BUF,0.1,0.1,0.1,0.1
HOU,0.1,0.1,0.1,0.1
SD,0.1,0.0,0.1,0.1
SF,0.1,0.0,0.1,0.0
NYJ,0.0,0.0,0.1,0.0
WAS,0.0,0.0,0.1,0.0
TB,0.0,0.0,0.1,0.0
SEA,0.0,0.0,0.0,0.0
JAX,0.0,0.0,0.1,0.0
OAK,0.0,0.0,0.0,0.0
