Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
GB,46.8,50.5,40.5,45.9
LAC,11.2,10.8,12.3,11.4
PHI,10.1,10.8,12.0,11.0
DAL,7.0,5.0,5.7,5.9
DET,6.6,5.2,5.5,5.8
PIT,5.3,4.8,5.9,5.3
MIN,2.7,3.4,3.2,3.1
CIN,0.9,2.5,2.3,1.9
NYG,1.2,2.0,1.9,1.7
ARI,1.6,0.4,1.6,1.2
LV,0.9,1.0,1.0,1.0
IND,0.4,1.4,0.9,0.9
CLE,1.2,0.4,1.0,0.9
MIA,1.3,0.1,0.8,0.7
LAR,0.8,0.1,0.7,0.5
BUF,0.5,0.4,0.7,0.5
CAR,0.1,0.2,1.0,0.4
DEN,0.3,0.1,0.3,0.2
SEA,0.1,0.1,0.5,0.2
ATL,0.1,0.2,0.3,0.2
KC,0.2,0.1,0.3,0.2
CHI,0.1,0.1,0.3,0.2
TEN,0.1,0.1,0.2,0.2
SF,0.1,0.1,0.2,0.1
TB,0.1,0.1,0.1,0.1
NYJ,0.1,0.1,0.1,0.1
NO,0.1,0.0,0.2,0.1
WAS,0.0,0.0,0.1,0.1
HOU,0.0,0.0,0.1,0.1
JAX,0.1,0.0,0.1,0.0
BAL,0.0,0.0,0.1,0.0
NE,0.0,0.0,0.1,0.0
