Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
CIN,44.3,40.0,43.9,42.8
GB,24.1,23.8,21.9,23.3
ATL,14.6,11.6,10.3,12.2
DEN,6.6,12.2,9.6,9.4
NE,2.8,4.2,4.3,3.8
KC,2.3,4.8,4.1,3.7
MIN,0.9,0.7,0.9,0.8
BUF,1.0,0.5,0.7,0.7
OAK,1.0,0.3,0.7,0.7
NYG,0.4,0.4,0.8,0.5
TB,0.7,0.2,0.3,0.4
BAL,0.5,0.2,0.4,0.4
DET,0.1,0.2,0.4,0.2
TEN,0.1,0.3,0.2,0.2
SF,0.1,0.1,0.2,0.1
WAS,0.1,0.1,0.1,0.1
IND,0.1,0.0,0.3,0.1
NYJ,0.0,0.1,0.2,0.1
JAX,0.0,0.1,0.1,0.1
SEA,0.1,0.0,0.1,0.1
PHI,0.0,0.0,0.1,0.1
LAR,0.1,0.0,0.1,0.0
NO,0.0,0.0,0.1,0.0
MIA,0.0,0.0,0.1,0.0
CLE,0.0,0.0,0.1,0.0
ARI,0.0,0.0,0.1,0.0
CHI,0.0,0.0,0.0,0.0
SD,0.0,0.0,0.0,0.0
HOU,0.0,0.0,0.0,0.0
PIT,0.0,0.0,0.0,0.0
