Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
PIT,36.8,36.3,14.5,29.2
NO,17.6,11.5,10.9,13.4
IND,15.7,5.0,10.4,10.4
MIA,2.1,6.5,13.9,7.5
PHI,6.0,9.7,1.7,5.8
NE,3.5,3.3,7.0,4.6
DEN,4.1,3.1,3.7,3.6
TEN,2.2,7.7,0.9,3.6
SD,1.2,5.5,1.8,2.8
SEA,2.7,1.4,3.1,2.4
CAR,3.5,1.8,1.9,2.4
NYG,1.1,1.4,3.1,1.9
DET,0.6,0.2,4.7,1.8
SF,0.3,1.5,3.3,1.7
DAL,0.3,0.1,3.9,1.4
CIN,0.8,1.7,1.9,1.4
ATL,0.0,0.1,4.1,1.4
MIN,0.1,0.5,1.8,0.8
CHI,0.3,1.4,0.6,0.8
GB,0.5,0.7,0.8,0.7
KC,0.1,0.0,1.6,0.6
WAS,0.1,0.0,1.3,0.5
NYJ,0.1,0.2,0.7,0.3
HOU,0.1,0.1,0.7,0.3
BAL,0.0,0.0,0.6,0.2
CLE,0.1,0.0,0.5,0.2
ARI,0.2,0.2,0.1,0.1
OAK,0.0,0.0,0.3,0.1
STL,0.1,0.1,0.1,0.1
JAX,0.0,0.1,0.1,0.1
TB,0.0,0.1,0.1,0.1
BUF,0.0,0.0,0.1,0.0
