Team,YahooYahoo,Average
HOU,18.8,18.8
PIT,17.1,17.1
CAR,14.1,14.1
BAL,13.4,13.4
GB,8.2,8.2
TEN,7.8,7.8
WAS,6.0,6.0
NE,4.1,4.1
DEN,2.8,2.8
NO,2.0,2.0
SF,1.2,1.2
CIN,0.9,0.9
PHI,0.5,0.5
DET,0.5,0.5
KC,0.4,0.4
DAL,0.4,0.4
SD,0.3,0.3
NYG,0.3,0.3
NYJ,0.2,0.2
OAK,0.2,0.2
CHI,0.2,0.2
ATL,0.2,0.2
SEA,0.1,0.1
IND,0.1,0.1
BUF,0.1,0.1
ARI,0.1,0.1
CLE,0.0,0.0
MIN,0.0,0.0
STL,0.0,0.0
TB,0.0,0.0
MIA,0.0,0.0
JAX,0.0,0.0
