Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
IND,22.0,31.6,24.3,26.0
LAR,24.4,18.4,21.8,21.5
ATL,20.1,12.0,11.1,14.4
KC,10.3,12.5,12.3,11.7
LAC,9.8,10.5,10.4,10.2
PHI,1.8,4.4,3.9,3.4
DEN,3.1,1.9,2.3,2.4
TB,1.4,2.3,3.3,2.3
JAX,1.6,2.4,2.6,2.2
NE,1.5,1.1,2.1,1.6
MIN,1.2,1.0,2.4,1.5
MIA,1.3,0.6,0.6,0.8
DET,0.2,0.2,0.9,0.4
WAS,0.2,0.2,0.4,0.3
NO,0.3,0.1,0.3,0.2
ARI,0.2,0.2,0.3,0.2
DAL,0.2,0.1,0.3,0.2
BAL,0.1,0.2,0.2,0.2
CLE,0.1,0.1,0.1,0.1
NYG,0.0,0.1,0.1,0.1
BUF,0.1,0.0,0.1,0.1
HOU,0.0,0.0,0.1,0.0
SF,0.0,0.0,0.1,0.0
CHI,0.0,0.0,0.0,0.0
TEN,0.0,0.0,0.1,0.0
NYJ,0.0,0.0,0.1,0.0
CAR,0.0,0.0,0.0,0.0
CIN,0.0,0.0,0.0,0.0
