Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
STL,40.3,36.7,22.6,33.2
IND,13.6,16.5,18.5,16.2
HOU,9.7,13.3,10.2,11.1
DET,10.5,12.3,8.0,10.3
NYG,7.1,5.7,15.1,9.3
MIA,7.4,6.5,4.1,6.0
CIN,7.0,4.0,5.7,5.5
ARI,1.4,1.0,1.4,1.3
BAL,0.7,1.2,1.7,1.2
CAR,0.1,0.1,3.0,1.1
PIT,0.7,0.9,0.7,0.8
BUF,0.2,0.4,1.7,0.8
ATL,0.1,0.1,1.8,0.6
DAL,0.3,0.6,0.6,0.5
MIN,0.2,0.3,0.6,0.4
DEN,0.1,0.1,0.8,0.3
NYJ,0.0,0.0,0.8,0.3
NO,0.0,0.0,0.7,0.2
PHI,0.1,0.0,0.5,0.2
CHI,0.0,0.0,0.4,0.2
CLE,0.1,0.0,0.3,0.1
GB,0.1,0.0,0.2,0.1
JAX,0.0,0.1,0.1,0.1
OAK,0.0,0.0,0.2,0.1
SF,0.1,0.1,0.1,0.1
NE,0.1,0.0,0.1,0.1
SEA,0.1,0.0,0.1,0.1
TEN,0.0,0.0,0.1,0.0
TB,0.0,0.0,0.1,0.0
WAS,0.0,0.0,0.0,0.0
KC,0.0,0.0,0.0,0.0
SD,0.0,0.0,0.0,0.0
