Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
SF,22.7,18.2,16.3,19.1
TEN,18.3,16.3,16.7,17.1
TB,12.8,17.1,6.3,12.0
LAC,6.4,17.2,5.0,9.5
BUF,17.3,3.6,6.5,9.1
DET,9.5,5.9,3.4,6.2
KC,2.3,1.7,6.3,3.4
MIN,1.2,3.0,5.0,3.0
BAL,1.4,1.4,6.1,3.0
CLE,1.5,3.6,3.0,2.7
CIN,2.3,1.3,2.9,2.2
NYJ,0.5,1.5,3.9,1.9
JAX,1.1,0.4,4.0,1.8
MIA,1.0,1.5,1.0,1.2
PIT,0.7,1.6,1.2,1.2
DEN,0.3,2.4,0.6,1.1
CAR,0.1,0.4,2.7,1.1
LV,0.2,0.3,2.3,1.0
NO,0.1,0.1,2.4,0.9
LAR,0.3,0.3,1.3,0.6
IND,0.0,1.2,0.3,0.5
GB,0.1,0.2,0.7,0.3
ARI,0.0,0.3,0.2,0.2
NE,0.0,0.1,0.4,0.2
DAL,0.1,0.0,0.4,0.1
HOU,0.0,0.2,0.2,0.1
PHI,0.1,0.0,0.3,0.1
WAS,0.0,0.2,0.1,0.1
ATL,0.0,0.1,0.2,0.1
SEA,0.0,0.1,0.1,0.1
NYG,0.0,0.0,0.2,0.1
CHI,0.0,0.0,0.1,0.1
