Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
CAR,32.3,33.1,18.3,27.9
NE,33.9,22.0,7.1,21.0
DAL,16.4,13.9,27.1,19.1
CLE,4.1,7.5,17.6,9.7
SF,3.6,7.0,9.4,6.7
DET,2.7,6.1,1.3,3.4
PHI,0.2,1.0,3.9,1.7
BUF,1.7,2.8,0.5,1.7
MIN,0.0,2.5,1.5,1.3
IND,0.7,0.8,1.7,1.1
CHI,1.2,0.2,1.7,1.0
BAL,0.3,0.3,1.4,0.7
MIA,0.3,0.1,1.2,0.5
ATL,0.0,0.0,1.5,0.5
DEN,0.3,0.4,0.8,0.5
NYG,0.5,0.5,0.3,0.4
SD,0.2,0.4,0.5,0.4
WAS,0.0,0.2,0.7,0.3
CIN,0.3,0.1,0.5,0.3
NYJ,0.1,0.2,0.6,0.3
GB,0.1,0.0,0.7,0.3
SEA,0.3,0.2,0.3,0.2
PIT,0.2,0.2,0.1,0.2
ARI,0.2,0.1,0.1,0.2
JAX,0.1,0.1,0.2,0.1
TB,0.0,0.0,0.3,0.1
NO,0.1,0.0,0.1,0.1
KC,0.1,0.0,0.1,0.1
OAK,0.0,0.0,0.1,0.1
TEN,0.0,0.0,0.1,0.0
HOU,0.0,0.0,0.0,0.0
STL,0.0,0.0,0.1,0.0
