Team,YahooYahoo,Average
BAL,52.1,52.1
NO,17.6,17.6
DEN,11.8,11.8
KC,6.9,6.9
ATL,3.1,3.1
SEA,2.9,2.9
SF,1.5,1.5
NE,1.2,1.2
PIT,0.8,0.8
NYG,0.4,0.4
DAL,0.3,0.3
TB,0.3,0.3
CHI,0.2,0.2
PHI,0.1,0.1
WAS,0.1,0.1
STL,0.1,0.1
TEN,0.1,0.1
MIN,0.1,0.1
GB,0.1,0.1
CAR,0.1,0.1
JAX,0.0,0.0
CIN,0.0,0.0
ARI,0.0,0.0
SD,0.0,0.0
OAK,0.0,0.0
MIA,0.0,0.0
CLE,0.0,0.0
BUF,0.0,0.0
