Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
DAL,64.2,63.4,46.6,58.1
SEA,11.9,12.1,19.1,14.4
GB,4.2,6.6,5.4,5.4
NE,5.6,4.1,6.0,5.2
NO,4.8,2.7,6.4,4.6
CAR,2.7,6.2,4.2,4.4
CIN,2.4,1.8,1.9,2.1
KC,1.8,1.2,2.2,1.7
BAL,0.4,0.4,1.7,0.9
PHI,0.0,0.0,2.0,0.7
WAS,0.1,0.1,1.6,0.6
IND,0.7,0.3,0.5,0.5
OAK,0.4,0.4,0.5,0.4
TEN,0.3,0.3,0.4,0.3
SD,0.2,0.2,0.2,0.2
STL,0.0,0.0,0.4,0.1
HOU,0.0,0.0,0.3,0.1
ATL,0.0,0.0,0.3,0.1
MIA,0.0,0.0,0.2,0.1
BUF,0.0,0.0,0.1,0.1
MIN,0.0,0.0,0.1,0.0
CLE,0.0,0.0,0.0,0.0
PIT,0.0,0.0,0.0,0.0
TB,0.0,0.0,0.0,0.0
NYJ,0.0,0.0,0.0,0.0
CHI,0.0,0.0,0.0,0.0
