Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
GB,41.7,45.2,43.2,43.4
SD,30.8,16.1,16.8,21.2
MIA,8.3,16.9,10.9,12.1
KC,5.7,7.3,9.1,7.4
ATL,4.9,6.9,6.1,6.0
SEA,1.6,1.4,2.2,1.7
CAR,0.8,2.2,2.0,1.7
NE,1.7,0.8,2.2,1.6
SF,1.1,0.8,1.9,1.3
NYG,1.0,1.2,1.1,1.1
CHI,1.3,0.2,0.7,0.7
DEN,0.3,0.5,0.8,0.5
WAS,0.0,0.1,1.4,0.5
DET,0.2,0.1,0.3,0.2
BAL,0.2,0.1,0.2,0.2
DAL,0.1,0.1,0.2,0.1
PHI,0.1,0.1,0.1,0.1
HOU,0.0,0.0,0.2,0.1
PIT,0.0,0.1,0.1,0.1
MIN,0.1,0.0,0.1,0.1
STL,0.0,0.0,0.1,0.0
CIN,0.0,0.0,0.1,0.0
BUF,0.0,0.0,0.0,0.0
JAX,0.0,0.0,0.0,0.0
ARI,0.0,0.0,0.1,0.0
CLE,0.0,0.0,0.0,0.0
IND,0.0,0.0,0.0,0.0
NYJ,0.0,0.0,0.0,0.0
TEN,0.0,0.0,0.0,0.0
TB,0.0,0.0,0.0,0.0
