Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
CLE,33.3,35.1,31.4,33.3
TB,20.2,19.6,19.4,19.7
GB,14.1,18.3,16.0,16.1
DEN,8.1,6.2,6.5,6.9
NE,8.2,5.8,6.7,6.9
SEA,2.5,3.7,3.4,3.2
ARI,3.1,2.2,2.7,2.7
PIT,1.3,3.1,2.9,2.4
LAR,2.5,1.3,2.1,1.9
WAS,1.6,1.4,1.8,1.6
BUF,1.6,1.0,1.7,1.4
NO,1.2,0.3,1.4,1.0
KC,0.4,0.5,0.8,0.6
CIN,0.5,0.2,0.5,0.4
CHI,0.2,0.4,0.5,0.4
SF,0.3,0.3,0.5,0.4
DAL,0.3,0.2,0.3,0.3
LAC,0.1,0.2,0.5,0.3
NYG,0.2,0.1,0.4,0.2
PHI,0.1,0.1,0.1,0.1
HOU,0.1,0.0,0.1,0.1
JAX,0.0,0.0,0.1,0.0
MIA,0.0,0.0,0.1,0.0
NYJ,0.0,0.0,0.1,0.0
LV,0.0,0.0,0.1,0.0
DET,0.0,0.0,0.1,0.0
CAR,0.0,0.0,0.1,0.0
MIN,0.0,0.0,0.0,0.0
IND,0.0,0.0,0.0,0.0
TEN,0.0,0.0,0.0,0.0
ATL,0.0,0.0,0.0,0.0
BAL,0.0,0.0,0.0,0.0
