Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
DEN,26.9,22.2,29.2,26.1
SF,19.8,30.1,24.4,24.8
KC,26.1,14.2,14.2,18.2
SEA,7.3,14.3,12.2,11.3
CHI,8.1,6.9,6.2,7.1
HOU,3.1,4.4,4.6,4.0
CIN,2.6,3.9,3.2,3.2
DAL,2.4,2.1,1.7,2.1
PHI,1.0,0.5,1.2,0.9
MIN,0.5,0.3,0.6,0.5
DET,0.3,0.2,0.7,0.4
NYJ,0.5,0.3,0.3,0.4
IND,0.4,0.1,0.2,0.2
PIT,0.2,0.1,0.4,0.2
GB,0.2,0.1,0.2,0.1
NO,0.2,0.1,0.1,0.1
SD,0.0,0.1,0.0,0.1
JAX,0.0,0.1,0.0,0.1
NYG,0.0,0.0,0.1,0.1
CLE,0.1,0.0,0.1,0.0
NE,0.0,0.0,0.1,0.0
TB,0.0,0.0,0.1,0.0
BAL,0.0,0.0,0.0,0.0
CAR,0.0,0.0,0.0,0.0
WAS,0.0,0.0,0.0,0.0
BUF,0.0,0.0,0.0,0.0
OAK,0.0,0.0,0.0,0.0
STL,0.0,0.0,0.0,0.0
TEN,0.0,0.0,0.0,0.0
ARI,0.0,0.0,0.0,0.0
