Team,YahooYahoo,Average
TEN,32.6,32.6
SD,16.5,16.5
CHI,10.7,10.7
NYG,10.5,10.5
MIA,8.1,8.1
SF,5.0,5.0
ARI,3.6,3.6
NO,1.9,1.9
GB,1.7,1.7
IND,1.7,1.7
DAL,1.6,1.6
NE,1.3,1.3
TB,1.1,1.1
CLE,0.7,0.7
ATL,0.6,0.6
JAX,0.4,0.4
DEN,0.3,0.3
NYJ,0.2,0.2
BAL,0.2,0.2
DET,0.2,0.2
MIN,0.2,0.2
PIT,0.2,0.2
STL,0.2,0.2
BUF,0.1,0.1
KC,0.1,0.1
CIN,0.1,0.1
OAK,0.1,0.1
WAS,0.1,0.1
SEA,0.1,0.1
PHI,0.0,0.0
HOU,0.0,0.0
CAR,0.0,0.0
