Team,YahooYahoo,Average
CLE,47.3,47.3
NYJ,23.6,23.6
NE,9.9,9.9
PIT,6.9,6.9
NYG,3.2,3.2
PHI,2.2,2.2
HOU,1.2,1.2
DEN,0.9,0.9
IND,0.8,0.8
OAK,0.7,0.7
WAS,0.6,0.6
NO,0.6,0.6
BAL,0.6,0.6
ATL,0.2,0.2
KC,0.2,0.2
SF,0.2,0.2
GB,0.1,0.1
ARI,0.1,0.1
SEA,0.1,0.1
MIN,0.1,0.1
DAL,0.1,0.1
MIA,0.1,0.1
SD,0.1,0.1
CHI,0.0,0.0
TEN,0.0,0.0
DET,0.0,0.0
JAX,0.0,0.0
BUF,0.0,0.0
STL,0.0,0.0
CAR,0.0,0.0
CIN,0.0,0.0
TB,0.0,0.0
