Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
DET,46.9,38.0,32.8,39.2
SF,20.6,17.7,20.5,19.6
GB,12.8,10.1,10.8,11.2
NO,6.7,9.7,7.1,7.8
HOU,3.9,7.4,6.7,6.0
DEN,2.6,5.6,7.1,5.1
MIN,4.3,7.1,2.6,4.7
DAL,0.7,1.0,0.8,0.8
NYG,0.1,1.1,1.0,0.7
WAS,0.0,0.1,2.1,0.7
IND,0.1,0.2,1.5,0.6
STL,0.5,0.6,0.5,0.5
CHI,0.1,0.0,1.5,0.5
ARI,0.1,0.2,1.1,0.4
NE,0.3,0.4,0.5,0.4
BAL,0.1,0.1,0.9,0.4
CIN,0.1,0.1,0.5,0.2
TEN,0.0,0.0,0.5,0.2
MIA,0.0,0.2,0.2,0.2
KC,0.0,0.1,0.3,0.1
NYJ,0.0,0.0,0.3,0.1
PIT,0.0,0.0,0.3,0.1
SEA,0.1,0.0,0.2,0.1
JAX,0.0,0.0,0.2,0.1
OAK,0.0,0.1,0.1,0.1
PHI,0.1,0.0,0.1,0.1
ATL,0.0,0.1,0.0,0.0
TB,0.0,0.0,0.1,0.0
SD,0.0,0.0,0.1,0.0
CLE,0.0,0.0,0.0,0.0
CAR,0.0,0.0,0.0,0.0
BUF,0.0,0.0,0.0,0.0
