Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
OAK,62.0,59.3,35.2,52.2
MIN,16.1,18.8,22.8,19.2
SF,7.1,8.6,14.3,10.0
NO,3.9,2.0,4.5,3.5
BUF,2.2,1.0,4.3,2.5
LAR,1.2,2.5,3.6,2.4
CAR,1.8,1.7,3.5,2.3
DAL,1.5,1.7,2.5,1.9
KC,0.9,1.3,1.3,1.2
PIT,1.3,0.3,0.9,0.8
WAS,0.1,0.7,1.3,0.7
NE,0.7,0.4,0.7,0.6
CLE,0.2,0.3,1.1,0.5
NYJ,0.5,0.3,0.7,0.5
IND,0.2,0.2,0.8,0.4
BAL,0.3,0.2,0.6,0.4
JAX,0.1,0.1,0.5,0.2
ATL,0.0,0.1,0.4,0.2
MIA,0.0,0.0,0.3,0.1
CHI,0.0,0.1,0.1,0.1
HOU,0.0,0.0,0.1,0.0
ARI,0.0,0.0,0.1,0.0
DET,0.0,0.0,0.1,0.0
CIN,0.0,0.0,0.1,0.0
DEN,0.0,0.0,0.1,0.0
TB,0.0,0.0,0.1,0.0
LAC,0.0,0.0,0.0,0.0
PHI,0.0,0.0,0.0,0.0
