Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
LAR,26.1,21.9,24.4,24.1
NE,7.5,10.1,9.6,9.1
DAL,8.6,6.7,9.1,8.1
TEN,9.0,13.7,1.7,8.1
KC,9.9,5.5,4.4,6.6
IND,8.7,8.2,2.0,6.3
NO,8.1,6.2,2.7,5.7
GB,4.8,6.8,3.1,4.9
HOU,0.5,1.9,8.6,3.7
DEN,1.2,4.4,5.2,3.6
CLE,4.6,2.4,3.1,3.4
TB,0.7,2.5,4.5,2.5
BUF,3.5,0.8,3.2,2.5
MIN,1.6,1.1,2.9,1.9
PHI,2.3,1.1,1.5,1.6
ATL,0.4,0.8,2.8,1.3
JAX,0.1,0.9,2.9,1.3
SEA,0.3,0.3,1.9,0.8
OAK,0.2,0.3,2.0,0.8
CHI,0.4,0.6,0.7,0.6
BAL,0.2,0.1,1.1,0.5
CIN,0.1,0.7,0.4,0.4
NYJ,0.1,0.4,0.5,0.3
PIT,0.4,0.3,0.3,0.3
SF,0.3,0.3,0.2,0.3
ARI,0.2,0.4,0.2,0.3
DET,0.1,0.4,0.3,0.2
WAS,0.1,0.4,0.1,0.2
MIA,0.0,0.3,0.2,0.2
CAR,0.1,0.1,0.3,0.1
NYG,0.1,0.2,0.2,0.1
LAC,0.1,0.0,0.1,0.1
