Team,YahooYahoo,Average
NE,40.6,40.6
SF,24.0,24.0
DET,11.2,11.2
GB,7.2,7.2
NYJ,4.1,4.1
DAL,3.4,3.4
CHI,2.0,2.0
OAK,1.7,1.7
ATL,1.4,1.4
BUF,1.1,1.1
BAL,0.9,0.9
NYG,0.9,0.9
JAX,0.3,0.3
SEA,0.2,0.2
STL,0.2,0.2
DEN,0.2,0.2
CLE,0.2,0.2
MIA,0.1,0.1
CIN,0.1,0.1
MIN,0.0,0.0
ARI,0.0,0.0
PHI,0.0,0.0
TB,0.0,0.0
SD,0.0,0.0
TEN,0.0,0.0
KC,0.0,0.0
CAR,0.0,0.0
WAS,0.0,0.0
