Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
PIT,47.8,41.8,40.0,43.2
NE,22.3,17.4,17.1,18.9
HOU,8.4,11.5,9.8,9.9
KC,6.6,8.7,10.3,8.5
GB,7.4,9.2,7.2,7.9
ARI,2.2,3.4,5.0,3.6
TEN,1.6,3.6,3.3,2.9
MIN,1.3,1.4,2.1,1.6
ATL,0.7,1.1,1.4,1.1
WAS,0.6,0.5,0.6,0.6
SEA,0.4,0.4,0.6,0.5
BAL,0.4,0.1,0.8,0.4
LV,0.6,0.1,0.3,0.3
TB,0.1,0.3,0.3,0.2
NYG,0.1,0.1,0.2,0.1
LAC,0.0,0.1,0.3,0.1
SF,0.0,0.0,0.2,0.1
NYJ,0.0,0.1,0.0,0.1
DEN,0.1,0.0,0.1,0.1
JAX,0.0,0.0,0.1,0.0
DET,0.0,0.0,0.1,0.0
NO,0.0,0.0,0.1,0.0
CHI,0.0,0.0,0.1,0.0
DAL,0.0,0.0,0.1,0.0
BUF,0.0,0.0,0.0,0.0
IND,0.0,0.0,0.0,0.0
MIA,0.0,0.0,0.0,0.0
CAR,0.0,0.0,0.0,0.0
