Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
LAR,31.5,38.9,34.2,34.9
LAC,30.6,17.1,17.8,21.8
NO,16.6,21.0,21.3,19.6
WAS,4.4,5.9,6.0,5.4
SF,3.1,4.2,4.0,3.8
DEN,2.5,3.9,3.9,3.4
HOU,2.4,0.9,1.6,1.7
NYJ,1.6,1.5,1.9,1.7
PHI,1.3,0.9,1.9,1.4
ATL,0.5,1.2,1.1,0.9
PIT,0.4,0.9,0.9,0.7
CHI,0.5,0.8,0.7,0.7
BAL,0.9,0.3,0.7,0.6
NE,0.6,0.4,0.6,0.6
DAL,0.3,0.4,0.5,0.4
MIN,0.3,0.1,0.7,0.4
NYG,0.5,0.2,0.3,0.4
SEA,0.3,0.1,0.3,0.3
CAR,0.3,0.1,0.2,0.2
KC,0.3,0.1,0.2,0.2
CIN,0.2,0.1,0.2,0.2
GB,0.2,0.1,0.2,0.2
TEN,0.1,0.3,0.1,0.1
MIA,0.1,0.1,0.2,0.1
BUF,0.1,0.0,0.1,0.1
DET,0.1,0.0,0.1,0.1
OAK,0.1,0.0,0.1,0.1
IND,0.1,0.0,0.1,0.1
TB,0.1,0.0,0.1,0.0
ARI,0.1,0.0,0.1,0.0
CLE,0.1,0.0,0.1,0.0
JAX,0.1,0.0,0.1,0.0
