Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
IND,21.4,21.5,19.7,20.9
BUF,22.6,16.3,18.2,19.0
BAL,11.7,15.6,15.6,14.3
KC,10.8,10.2,8.8,9.9
PHI,9.0,8.7,8.4,8.7
SF,5.0,6.9,7.0,6.3
NE,4.4,6.4,6.6,5.8
PIT,5.1,6.2,5.5,5.6
TEN,1.3,1.5,1.2,1.4
LAC,1.3,1.1,1.4,1.3
DET,1.0,1.0,1.2,1.1
SEA,1.3,0.5,1.2,1.0
LV,0.8,0.9,1.0,0.9
NO,0.4,0.7,0.6,0.6
DAL,0.6,0.5,0.5,0.5
CHI,0.4,0.2,0.4,0.3
CAR,0.3,0.2,0.4,0.3
CIN,0.3,0.2,0.4,0.3
GB,0.3,0.2,0.2,0.2
DEN,0.2,0.2,0.2,0.2
MIN,0.2,0.2,0.2,0.2
TB,0.2,0.2,0.2,0.2
JAX,0.2,0.1,0.2,0.2
ATL,0.2,0.1,0.2,0.2
HOU,0.4,0.0,0.1,0.2
LAR,0.2,0.1,0.2,0.1
MIA,0.2,0.1,0.1,0.1
NYJ,0.1,0.1,0.1,0.1
NYG,0.1,0.1,0.1,0.1
WAS,0.1,0.1,0.1,0.1
ARI,0.1,0.0,0.1,0.1
CLE,0.1,0.0,0.1,0.0
