Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
BUF,37.7,33.4,29.0,33.4
TB,17.4,23.3,19.8,20.2
JAX,15.7,14.3,12.1,14.0
MIN,10.7,11.8,11.3,11.3
SF,4.7,4.7,4.9,4.7
GB,3.7,3.6,6.7,4.7
KC,3.4,3.7,3.6,3.6
DEN,1.3,1.1,1.7,1.4
TEN,1.5,0.4,1.7,1.2
NO,0.4,1.2,1.8,1.1
MIA,0.7,0.3,1.7,0.9
LAC,0.5,0.2,1.3,0.6
NE,0.4,0.4,1.0,0.6
LAR,0.4,0.4,1.0,0.6
PHI,0.5,0.4,0.6,0.5
DET,0.3,0.1,0.2,0.2
BAL,0.2,0.1,0.2,0.2
IND,0.1,0.0,0.3,0.1
NYJ,0.1,0.1,0.2,0.1
WAS,0.0,0.1,0.1,0.1
SEA,0.1,0.0,0.1,0.1
HOU,0.0,0.0,0.1,0.0
ARI,0.0,0.0,0.1,0.0
CLE,0.1,0.0,0.1,0.0
DAL,0.0,0.0,0.1,0.0
CIN,0.0,0.0,0.1,0.0
NYG,0.0,0.0,0.1,0.0
PIT,0.0,0.0,0.1,0.0
LV,0.0,0.0,0.1,0.0
CHI,0.0,0.0,0.1,0.0
CAR,0.0,0.0,0.0,0.0
ATL,0.0,0.0,0.0,0.0
