Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
LAR,50.8,51.7,44.1,48.9
BAL,18.4,23.2,22.7,21.4
SEA,13.3,5.2,9.2,9.2
TB,3.4,5.8,5.6,4.9
DAL,3.6,2.1,3.5,3.0
GB,2.2,3.5,3.2,3.0
SF,1.5,3.4,3.1,2.6
NO,1.8,0.9,1.7,1.5
DEN,1.7,0.5,1.1,1.1
ARI,0.9,0.5,1.0,0.8
CIN,0.5,0.6,0.9,0.7
KC,0.2,0.8,0.9,0.6
HOU,0.4,0.6,0.8,0.6
NYJ,0.4,0.4,0.6,0.4
IND,0.1,0.2,0.8,0.4
BUF,0.2,0.2,0.3,0.2
CHI,0.3,0.1,0.2,0.2
JAX,0.1,0.1,0.2,0.1
LV,0.1,0.0,0.1,0.0
LAC,0.1,0.0,0.1,0.0
MIN,0.1,0.0,0.1,0.0
CAR,0.0,0.0,0.1,0.0
CLE,0.0,0.0,0.0,0.0
DET,0.0,0.0,0.0,0.0
NYG,0.0,0.0,0.0,0.0
PHI,0.0,0.0,0.0,0.0
WAS,0.0,0.0,0.0,0.0
NE,0.0,0.0,0.0,0.0
MIA,0.0,0.0,0.0,0.0
PIT,0.0,0.0,0.0,0.0
ATL,0.0,0.0,0.0,0.0
TEN,0.0,0.0,0.0,0.0
