Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
PIT,38.8,12.8,5.6,19.1
KC,23.4,11.1,21.5,18.7
DET,15.8,27.5,9.2,17.5
NO,0.2,2.2,15.4,5.9
PHI,0.4,2.8,12.3,5.2
BUF,2.8,8.0,1.9,4.2
OAK,2.4,7.1,2.6,4.0
HOU,5.4,2.9,2.6,3.6
SEA,3.2,4.1,3.4,3.6
MIN,1.2,4.3,2.6,2.7
CAR,3.4,1.4,0.8,1.8
SD,0.1,0.7,4.2,1.7
CHI,0.2,0.5,3.5,1.4
DEN,0.3,1.1,2.4,1.3
SF,0.1,2.3,0.9,1.1
TEN,0.0,2.4,0.8,1.1
MIA,0.3,1.7,1.2,1.1
DAL,0.0,2.1,1.0,1.1
TB,0.2,1.6,1.2,1.0
NE,0.4,0.1,1.5,0.7
NYG,0.1,0.6,1.2,0.6
ATL,0.0,0.4,1.4,0.6
IND,0.1,0.8,0.9,0.6
WAS,0.4,0.2,0.3,0.3
BAL,0.1,0.4,0.5,0.3
GB,0.2,0.1,0.6,0.3
ARI,0.4,0.1,0.2,0.2
JAX,0.2,0.3,0.2,0.2
NYJ,0.1,0.3,0.1,0.2
CLE,0.0,0.2,0.2,0.1
CIN,0.1,0.1,0.1,0.1
STL,0.0,0.0,0.1,0.0
