Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
SEA,31.2,21.3,13.2,21.9
TEN,16.6,17.1,16.1,16.6
DAL,16.2,7.8,15.6,13.2
LV,9.2,19.6,7.9,12.2
CIN,9.5,13.9,8.5,10.7
BUF,5.9,10.2,10.9,9.0
KC,6.1,3.5,5.1,4.9
MIN,1.3,0.4,4.0,1.9
PHI,0.9,1.1,3.6,1.9
ARI,0.4,0.6,3.1,1.4
PIT,0.7,1.3,1.0,1.0
LAR,0.1,0.1,2.4,0.9
SF,0.7,0.9,0.8,0.8
CAR,0.0,0.1,1.7,0.6
LAC,0.0,0.2,1.6,0.6
BAL,0.1,0.0,1.5,0.5
DET,0.3,0.8,0.5,0.5
NE,0.3,0.5,0.8,0.5
MIA,0.2,0.3,0.4,0.3
JAX,0.0,0.2,0.4,0.2
TB,0.1,0.0,0.5,0.2
HOU,0.2,0.0,0.1,0.1
NYG,0.0,0.0,0.2,0.1
CLE,0.0,0.0,0.2,0.1
NYJ,0.0,0.0,0.1,0.0
DEN,0.0,0.0,0.1,0.0
ATL,0.0,0.0,0.0,0.0
CHI,0.0,0.0,0.0,0.0
GB,0.0,0.0,0.0,0.0
IND,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.0,0.0
WAS,0.0,0.0,0.0,0.0
