Team,YahooYahoo,Average
ARI,20.1,20.1
KC,16.9,16.9
NE,15.0,15.0
CLE,13.9,13.9
SD,9.0,9.0
HOU,8.2,8.2
PHI,6.1,6.1
NYG,1.7,1.7
SF,1.4,1.4
DEN,1.3,1.3
GB,1.1,1.1
ATL,0.8,0.8
NYJ,0.8,0.8
TEN,0.8,0.8
DET,0.7,0.7
TB,0.6,0.6
PIT,0.3,0.3
OAK,0.3,0.3
NO,0.2,0.2
JAX,0.1,0.1
CHI,0.1,0.1
SEA,0.1,0.1
IND,0.1,0.1
BUF,0.1,0.1
WAS,0.1,0.1
DAL,0.1,0.1
BAL,0.1,0.1
CIN,0.1,0.1
STL,0.0,0.0
MIN,0.0,0.0
CAR,0.0,0.0
MIA,0.0,0.0
