Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
KC,28.3,21.7,6.9,19.0
DEN,10.8,16.6,23.7,17.0
NYJ,19.2,16.4,10.1,15.3
GB,11.0,4.2,2.3,5.9
SEA,10.8,3.7,2.1,5.5
ARI,3.8,3.7,8.8,5.4
CAR,4.3,5.6,2.1,4.0
SF,1.7,2.8,5.2,3.3
CHI,0.7,2.7,6.0,3.1
IND,0.5,1.2,6.0,2.6
TB,1.3,5.7,0.7,2.6
NE,2.5,1.0,3.6,2.4
PHI,0.2,0.6,5.3,2.1
NO,0.1,0.4,4.2,1.6
NYG,0.9,2.1,1.4,1.5
DET,1.2,2.0,1.2,1.4
JAX,0.3,3.2,0.4,1.3
STL,0.1,0.8,2.9,1.3
CLE,0.2,2.2,1.4,1.3
MIA,0.2,0.7,1.5,0.8
BUF,0.5,1.2,0.4,0.7
WAS,0.1,0.6,0.5,0.4
CIN,0.8,0.0,0.3,0.4
MIN,0.2,0.1,0.6,0.3
PIT,0.2,0.1,0.6,0.3
ATL,0.0,0.0,0.5,0.2
SD,0.0,0.0,0.4,0.2
HOU,0.0,0.1,0.2,0.1
TEN,0.0,0.0,0.3,0.1
DAL,0.1,0.1,0.1,0.1
BAL,0.1,0.0,0.2,0.1
OAK,0.0,0.0,0.0,0.0
