Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
SD,13.3,21.4,17.0,17.2
IND,20.8,12.7,11.5,15.0
ARI,16.4,14.2,13.7,14.8
SEA,9.6,14.9,14.1,12.9
GB,13.7,10.6,13.7,12.7
ATL,11.5,9.8,8.0,9.8
DEN,3.5,6.7,7.3,5.8
OAK,3.2,1.9,3.2,2.8
CAR,2.6,1.8,2.5,2.3
BUF,1.7,2.2,2.5,2.1
CIN,1.0,1.1,1.6,1.2
PHI,0.9,0.6,1.2,0.9
BAL,0.5,0.6,0.6,0.6
CHI,0.1,0.1,1.0,0.4
NYJ,0.3,0.3,0.4,0.3
DAL,0.2,0.5,0.2,0.3
PIT,0.2,0.1,0.4,0.2
MIA,0.1,0.1,0.4,0.2
NO,0.1,0.2,0.3,0.2
NYG,0.1,0.1,0.2,0.1
KC,0.0,0.0,0.1,0.1
JAX,0.0,0.0,0.1,0.0
WAS,0.0,0.0,0.0,0.0
TB,0.0,0.0,0.0,0.0
MIN,0.0,0.0,0.0,0.0
SF,0.0,0.0,0.0,0.0
CLE,0.0,0.0,0.0,0.0
STL,0.0,0.0,0.0,0.0
DET,0.0,0.0,0.0,0.0
HOU,0.0,0.0,0.0,0.0
