Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
BAL,50.0,39.2,34.8,41.3
BUF,14.1,13.9,16.5,14.9
SF,6.3,17.5,6.4,10.1
WAS,11.6,7.6,5.2,8.1
NYG,6.9,8.0,5.6,6.8
NE,1.0,3.5,9.2,4.5
CIN,2.7,3.5,3.9,3.4
PHI,2.7,1.4,2.5,2.2
GB,0.7,0.7,2.2,1.2
KC,0.9,0.9,1.3,1.0
ATL,0.2,0.8,1.5,0.8
LAR,0.1,0.0,2.2,0.8
NO,0.6,0.9,0.4,0.6
MIN,0.5,0.2,1.1,0.6
DEN,0.4,0.6,0.7,0.6
CHI,0.5,0.2,0.8,0.5
DET,0.0,0.0,1.3,0.4
DAL,0.1,0.3,0.7,0.4
TEN,0.3,0.1,0.7,0.4
ARI,0.0,0.2,0.5,0.2
LV,0.1,0.1,0.5,0.2
NYJ,0.2,0.1,0.3,0.2
HOU,0.0,0.1,0.5,0.2
IND,0.0,0.0,0.4,0.1
CAR,0.0,0.0,0.2,0.1
PIT,0.0,0.0,0.2,0.1
CLE,0.0,0.0,0.2,0.1
LAC,0.0,0.0,0.1,0.0
JAX,0.0,0.0,0.0,0.0
MIA,0.0,0.0,0.0,0.0
SEA,0.0,0.0,0.0,0.0
TB,0.0,0.0,0.0,0.0
