Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
GB,20.3,15.5,19.4,18.4
CIN,11.2,19.1,17.0,15.8
CAR,27.5,8.9,8.6,15.0
DEN,18.0,14.6,9.1,13.9
PHI,5.4,18.3,8.8,10.8
PIT,7.1,5.9,9.0,7.3
BAL,3.2,6.6,10.5,6.8
STL,3.8,6.5,5.0,5.1
DAL,0.3,0.3,4.6,1.7
NE,1.2,1.3,1.6,1.4
NO,0.6,0.5,1.1,0.7
OAK,0.3,0.9,0.6,0.6
NYJ,0.4,0.4,0.7,0.5
MIN,0.3,0.1,1.0,0.5
TB,0.1,0.3,0.9,0.4
SEA,0.2,0.1,0.6,0.3
BUF,0.1,0.1,0.5,0.2
WAS,0.1,0.1,0.1,0.1
HOU,0.0,0.1,0.1,0.1
CHI,0.0,0.0,0.2,0.1
TEN,0.0,0.0,0.2,0.1
ARI,0.1,0.0,0.1,0.0
JAX,0.0,0.0,0.1,0.0
DET,0.0,0.0,0.1,0.0
MIA,0.0,0.0,0.1,0.0
CLE,0.0,0.0,0.0,0.0
NYG,0.0,0.0,0.0,0.0
KC,0.0,0.0,0.0,0.0
