Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
SEA,26.7,28.4,27.2,27.5
PHI,18.5,24.8,21.3,21.6
BAL,16.0,11.3,11.8,13.0
LAC,10.7,9.4,9.5,9.9
DAL,4.8,7.2,7.5,6.5
CLE,5.8,4.0,4.9,4.9
NO,2.8,4.1,3.9,3.6
KC,3.6,1.7,2.8,2.7
NYJ,2.3,1.9,2.2,2.1
DET,1.5,1.1,1.2,1.3
NE,0.8,1.0,1.0,0.9
DEN,1.1,0.6,0.8,0.8
CHI,0.9,0.7,0.9,0.8
LAR,0.8,0.6,0.7,0.7
TB,0.4,0.7,1.0,0.7
MIN,0.5,0.7,0.8,0.7
OAK,0.8,0.3,0.3,0.5
GB,0.5,0.2,0.4,0.4
SF,0.4,0.2,0.3,0.3
ARI,0.3,0.2,0.4,0.3
BUF,0.2,0.2,0.3,0.2
ATL,0.1,0.1,0.2,0.1
MIA,0.1,0.0,0.2,0.1
CAR,0.1,0.1,0.1,0.1
NYG,0.1,0.1,0.1,0.1
TEN,0.1,0.0,0.1,0.1
PIT,0.1,0.0,0.1,0.0
IND,0.0,0.0,0.1,0.0
CIN,0.0,0.0,0.1,0.0
WAS,0.0,0.0,0.1,0.0
JAX,0.0,0.0,0.1,0.0
HOU,0.1,0.0,0.0,0.0
