Team,YahooYahoo,Average
PHI,35.2,35.2
SF,19.4,19.4
ATL,11.2,11.2
DEN,5.6,5.6
NO,5.2,5.2
NE,3.9,3.9
PIT,3.5,3.5
JAX,3.4,3.4
NYG,2.5,2.5
GB,1.5,1.5
OAK,1.4,1.4
CHI,1.2,1.2
NYJ,0.8,0.8
DET,0.7,0.7
SEA,0.6,0.6
DAL,0.6,0.6
BAL,0.4,0.4
TEN,0.4,0.4
HOU,0.4,0.4
SD,0.4,0.4
ARI,0.4,0.4
CIN,0.3,0.3
MIA,0.3,0.3
MIN,0.3,0.3
KC,0.2,0.2
IND,0.2,0.2
WAS,0.1,0.1
CAR,0.1,0.1
BUF,0.1,0.1
CLE,0.0,0.0
STL,0.0,0.0
TB,0.0,0.0
