Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
NYG,38.4,24.8,26.8,30.0
NO,15.5,23.7,17.0,18.7
BUF,17.9,18.5,18.1,18.2
MIA,11.9,13.3,12.5,12.6
PIT,3.8,7.5,6.4,5.9
NE,2.9,2.2,3.6,2.9
DAL,1.8,3.1,2.9,2.6
TEN,2.7,2.5,2.5,2.6
SEA,2.1,1.3,2.6,2.0
HOU,0.3,0.1,1.8,0.7
ATL,0.5,0.7,0.7,0.6
BAL,0.4,0.7,0.6,0.6
OAK,0.6,0.5,0.5,0.5
PHI,0.3,0.5,0.2,0.3
DEN,0.1,0.2,0.6,0.3
DET,0.2,0.2,0.4,0.3
MIN,0.1,0.0,0.5,0.2
CHI,0.0,0.0,0.5,0.2
GB,0.1,0.0,0.3,0.1
CAR,0.0,0.0,0.3,0.1
ARI,0.0,0.0,0.2,0.1
WAS,0.0,0.0,0.2,0.1
SD,0.1,0.0,0.1,0.1
SF,0.0,0.0,0.1,0.1
CIN,0.0,0.0,0.1,0.0
IND,0.0,0.0,0.1,0.0
KC,0.0,0.0,0.1,0.0
JAX,0.0,0.0,0.1,0.0
CLE,0.1,0.0,0.0,0.0
LAR,0.0,0.0,0.1,0.0
NYJ,0.0,0.0,0.0,0.0
TB,0.0,0.0,0.0,0.0
