Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
MIN,18.6,27.3,21.9,22.6
TB,20.8,20.8,22.1,21.2
NE,18.0,20.1,17.7,18.6
DAL,23.8,12.9,15.1,17.3
BAL,6.6,9.0,7.9,7.8
TEN,3.9,2.4,3.8,3.4
LV,2.6,3.3,3.7,3.2
ARI,0.8,1.5,1.5,1.2
GB,1.2,0.6,1.6,1.1
ATL,1.4,0.6,1.3,1.1
CAR,0.9,0.5,0.8,0.7
PIT,0.2,0.2,0.7,0.4
LAR,0.3,0.2,0.3,0.3
NYJ,0.2,0.2,0.3,0.2
NO,0.2,0.1,0.4,0.2
LAC,0.2,0.1,0.2,0.2
SEA,0.1,0.0,0.2,0.1
KC,0.0,0.1,0.1,0.1
DEN,0.1,0.0,0.1,0.1
PHI,0.0,0.0,0.1,0.0
WAS,0.0,0.0,0.0,0.0
CLE,0.0,0.0,0.1,0.0
HOU,0.0,0.0,0.0,0.0
SF,0.0,0.0,0.0,0.0
BUF,0.0,0.0,0.0,0.0
JAX,0.0,0.0,0.0,0.0
DET,0.0,0.0,0.0,0.0
CIN,0.0,0.0,0.0,0.0
NYG,0.0,0.0,0.0,0.0
CHI,0.0,0.0,0.0,0.0
IND,0.0,0.0,0.0,0.0
MIA,0.0,0.0,0.0,0.0
