Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
NE,35.6,34.8,31.8,34.1
CAR,24.7,25.2,19.7,23.2
CIN,6.6,12.6,9.5,9.6
TEN,10.6,5.1,6.5,7.4
NO,5.5,7.1,7.5,6.7
LAR,4.9,4.8,6.7,5.5
LAC,1.6,2.2,3.6,2.5
SF,1.3,2.0,3.6,2.3
DEN,3.5,0.8,2.2,2.2
BAL,2.2,1.3,2.8,2.1
GB,0.8,0.5,1.4,0.9
KC,0.5,0.6,0.9,0.7
HOU,0.4,0.7,0.9,0.7
PHI,0.3,0.5,0.6,0.5
PIT,0.3,0.4,0.6,0.4
NYJ,0.1,0.4,0.3,0.3
ARI,0.2,0.1,0.3,0.2
DAL,0.2,0.1,0.2,0.2
BUF,0.1,0.1,0.2,0.1
CLE,0.1,0.1,0.1,0.1
ATL,0.1,0.1,0.1,0.1
DET,0.1,0.1,0.1,0.1
WAS,0.0,0.1,0.1,0.1
MIA,0.1,0.0,0.1,0.1
JAX,0.1,0.0,0.1,0.1
SEA,0.0,0.0,0.1,0.1
OAK,0.0,0.0,0.1,0.0
NYG,0.0,0.0,0.1,0.0
MIN,0.0,0.0,0.0,0.0
IND,0.0,0.0,0.1,0.0
