Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
DAL,23.6,36.3,28.1,29.3
PHI,34.1,25.5,21.1,26.9
BUF,13.1,16.1,9.9,13.0
MIA,10.9,5.0,6.8,7.6
TEN,5.6,1.8,6.1,4.5
ATL,2.7,6.1,3.2,4.0
CIN,2.9,1.9,2.4,2.4
MIN,2.1,2.7,2.2,2.3
DEN,0.1,0.2,4.7,1.7
IND,0.3,0.8,3.2,1.4
NE,0.2,0.7,2.9,1.3
LV,0.4,0.6,1.4,0.8
JAX,1.0,0.5,0.8,0.7
SEA,0.2,0.6,0.9,0.6
TB,0.3,0.1,1.3,0.6
BAL,0.7,0.2,0.7,0.6
NYJ,0.7,0.2,0.4,0.4
NYG,0.4,0.1,0.6,0.4
CAR,0.1,0.1,0.5,0.2
ARI,0.1,0.1,0.5,0.2
LAR,0.0,0.1,0.5,0.2
WAS,0.2,0.1,0.2,0.2
SF,0.2,0.1,0.2,0.2
NO,0.1,0.0,0.3,0.1
CLE,0.0,0.2,0.1,0.1
DET,0.1,0.0,0.3,0.1
PIT,0.0,0.0,0.2,0.1
CHI,0.0,0.0,0.1,0.1
HOU,0.0,0.0,0.1,0.1
GB,0.0,0.0,0.1,0.0
KC,0.0,0.0,0.0,0.0
LAC,0.0,0.0,0.0,0.0
