Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
BAL,31.9,34.8,14.6,27.1
NE,17.4,23.4,22.2,21.0
DEN,26.6,11.3,11.1,16.3
ARI,5.3,9.3,3.1,5.9
KC,8.3,4.8,3.1,5.4
CIN,2.6,4.4,1.1,2.7
PIT,1.7,3.1,2.9,2.6
NO,0.5,0.4,6.7,2.5
HOU,0.6,0.3,5.8,2.2
SD,0.5,1.1,4.2,1.9
NYJ,0.3,1.2,4.2,1.9
TB,0.3,1.2,4.2,1.9
CHI,0.2,2.5,2.1,1.6
GB,1.0,0.5,2.7,1.4
WAS,0.0,0.0,2.9,1.0
PHI,0.6,0.5,1.2,0.8
DAL,0.4,0.1,1.2,0.5
DET,0.2,0.1,1.1,0.5
BUF,0.2,0.0,1.2,0.5
NYG,0.1,0.0,1.3,0.5
JAX,0.5,0.6,0.3,0.5
MIA,0.0,0.0,1.1,0.4
OAK,0.2,0.1,0.5,0.3
SEA,0.4,0.1,0.0,0.2
STL,0.0,0.0,0.4,0.1
SF,0.1,0.0,0.3,0.1
ATL,0.0,0.2,0.1,0.1
IND,0.1,0.0,0.3,0.1
CAR,0.1,0.0,0.1,0.1
MIN,0.0,0.0,0.1,0.0
CLE,0.0,0.0,0.1,0.0
TEN,0.0,0.0,0.0,0.0
