Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
IND,33.5,41.2,31.6,35.4
LAR,35.0,28.4,30.6,31.3
KC,12.8,12.7,14.1,13.2
PIT,4.2,6.0,5.0,5.1
GB,3.4,3.4,4.2,3.7
TB,2.9,2.5,4.0,3.1
DAL,2.6,1.7,2.6,2.3
CIN,2.9,1.2,2.4,2.2
BUF,0.8,0.9,1.4,1.0
MIA,0.9,0.5,1.1,0.8
DEN,0.3,0.6,0.7,0.5
CAR,0.2,0.1,0.5,0.3
JAX,0.2,0.2,0.2,0.2
BAL,0.0,0.1,0.3,0.1
ARI,0.2,0.0,0.2,0.1
CLE,0.0,0.1,0.2,0.1
MIN,0.0,0.1,0.2,0.1
DET,0.0,0.1,0.1,0.1
LAC,0.1,0.0,0.1,0.0
SEA,0.0,0.0,0.1,0.0
TEN,0.0,0.1,0.0,0.0
LV,0.0,0.0,0.1,0.0
PHI,0.0,0.0,0.1,0.0
HOU,0.0,0.0,0.1,0.0
NE,0.0,0.0,0.1,0.0
NYG,0.0,0.0,0.0,0.0
CHI,0.0,0.0,0.0,0.0
WAS,0.0,0.0,0.0,0.0
ATL,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.0,0.0
NYJ,0.0,0.0,0.0,0.0
SF,0.0,0.0,0.0,0.0
