Team,YahooYahoo,Average
IND,28.4,28.4
SD,17.6,17.6
CIN,12.0,12.0
ATL,10.9,10.9
NO,9.1,9.1
BAL,8.5,8.5
JAX,3.3,3.3
DAL,2.7,2.7
CHI,1.8,1.8
DET,1.1,1.1
NYJ,1.0,1.0
HOU,0.9,0.9
STL,0.8,0.8
SF,0.6,0.6
GB,0.4,0.4
PHI,0.4,0.4
MIN,0.1,0.1
BUF,0.1,0.1
CAR,0.1,0.1
KC,0.1,0.1
NYG,0.0,0.0
TB,0.0,0.0
WAS,0.0,0.0
TEN,0.0,0.0
CLE,0.0,0.0
OAK,0.0,0.0
DEN,0.0,0.0
ARI,0.0,0.0
