Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
ATL,26.0,34.0,24.3,28.1
HOU,23.7,11.2,8.5,14.5
LAR,11.9,9.7,6.9,9.5
BAL,9.4,7.7,6.9,8.0
JAX,5.8,10.6,3.9,6.8
DEN,1.9,3.3,13.7,6.3
SEA,8.3,5.6,4.9,6.3
MIN,3.4,4.7,7.1,5.1
CIN,1.7,2.8,8.7,4.4
CHI,2.4,1.9,0.7,1.7
DET,0.2,0.6,4.2,1.7
NYG,0.3,0.9,1.7,1.0
DAL,0.9,0.5,1.5,1.0
NO,1.3,0.9,0.6,0.9
KC,0.6,0.4,1.1,0.7
BUF,0.4,1.2,0.5,0.7
TEN,0.5,0.3,0.7,0.5
OAK,0.1,0.6,0.5,0.4
NE,0.3,0.2,0.4,0.3
IND,0.1,0.4,0.3,0.3
CLE,0.3,0.3,0.2,0.3
GB,0.1,0.1,0.5,0.2
SF,0.0,0.2,0.5,0.2
CAR,0.0,0.5,0.2,0.2
WAS,0.1,0.4,0.2,0.2
PIT,0.1,0.4,0.1,0.2
MIA,0.1,0.2,0.1,0.1
PHI,0.0,0.2,0.2,0.1
NYJ,0.1,0.0,0.3,0.1
TB,0.0,0.2,0.1,0.1
LAC,0.1,0.0,0.2,0.1
ARI,0.0,0.1,0.1,0.1
