Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
LAC,48.2,42.9,40.4,43.8
LAR,28.5,30.1,28.1,28.9
IND,5.5,7.1,6.9,6.5
KC,5.2,5.5,6.5,5.7
BAL,2.0,4.1,4.7,3.6
SEA,2.8,2.0,2.4,2.4
HOU,1.5,1.9,2.4,1.9
GB,2.0,1.3,1.5,1.6
NE,0.6,1.6,2.2,1.5
ATL,1.2,1.1,1.4,1.2
NYG,1.0,0.9,1.1,1.0
PIT,0.9,0.7,1.0,0.9
DEN,0.2,0.3,0.4,0.3
DAL,0.1,0.1,0.2,0.1
JAX,0.2,0.1,0.1,0.1
CHI,0.1,0.1,0.1,0.1
MIN,0.1,0.1,0.1,0.1
WAS,0.0,0.0,0.1,0.0
PHI,0.0,0.0,0.1,0.0
MIA,0.0,0.0,0.1,0.0
NO,0.0,0.0,0.1,0.0
OAK,0.0,0.0,0.1,0.0
CIN,0.0,0.0,0.1,0.0
CLE,0.0,0.0,0.0,0.0
CAR,0.0,0.0,0.0,0.0
DET,0.0,0.0,0.0,0.0
BUF,0.0,0.0,0.0,0.0
TEN,0.0,0.0,0.0,0.0
TB,0.0,0.0,0.0,0.0
ARI,0.0,0.0,0.0,0.0
