Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
BAL,35.6,34.8,31.2,33.9
NE,15.5,19.6,20.3,18.5
DAL,9.7,14.9,14.8,13.2
GB,12.7,8.3,8.3,9.8
WAS,5.1,4.4,4.3,4.6
SEA,7.9,2.4,3.1,4.5
KC,3.0,4.7,5.0,4.2
LAC,2.4,4.8,4.2,3.8
NO,3.4,0.8,2.0,2.1
ATL,2.3,1.7,1.9,2.0
LAR,0.5,1.1,1.7,1.1
MIN,0.2,0.6,0.4,0.4
DEN,0.2,0.5,0.5,0.4
CAR,0.3,0.3,0.4,0.3
MIA,0.3,0.2,0.3,0.3
JAX,0.1,0.3,0.4,0.3
TEN,0.3,0.1,0.3,0.2
TB,0.1,0.1,0.2,0.1
SF,0.1,0.1,0.1,0.1
ARI,0.1,0.1,0.1,0.1
CLE,0.0,0.1,0.1,0.1
PHI,0.0,0.0,0.1,0.1
PIT,0.0,0.0,0.1,0.0
NYG,0.0,0.0,0.1,0.0
DET,0.0,0.0,0.0,0.0
HOU,0.0,0.0,0.0,0.0
NYJ,0.0,0.0,0.0,0.0
CIN,0.0,0.0,0.0,0.0
