Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
CAR,48.5,52.2,33.9,44.8
KC,11.5,19.0,17.2,15.9
GB,17.6,10.3,12.7,13.5
PHI,6.6,6.3,13.6,8.8
NYJ,6.9,2.1,1.5,3.5
NO,3.5,2.4,3.4,3.1
CHI,2.6,3.3,2.4,2.8
LAR,0.8,0.8,4.5,2.0
DAL,0.5,0.9,2.9,1.4
JAX,0.1,0.4,1.3,0.6
BAL,0.1,0.2,1.1,0.5
CIN,0.0,0.2,1.1,0.4
NE,0.3,0.2,0.6,0.4
SEA,0.2,0.3,0.5,0.3
IND,0.2,0.2,0.6,0.3
LAC,0.1,0.2,0.5,0.3
PIT,0.1,0.1,0.4,0.2
DET,0.0,0.0,0.6,0.2
TB,0.1,0.3,0.2,0.2
TEN,0.1,0.1,0.3,0.2
CLE,0.1,0.1,0.1,0.1
DEN,0.0,0.1,0.1,0.1
ATL,0.0,0.0,0.2,0.1
MIN,0.0,0.1,0.1,0.1
BUF,0.1,0.0,0.1,0.0
SF,0.0,0.0,0.1,0.0
ARI,0.0,0.0,0.1,0.0
NYG,0.0,0.0,0.1,0.0
OAK,0.0,0.0,0.1,0.0
WAS,0.0,0.0,0.1,0.0
MIA,0.0,0.0,0.1,0.0
HOU,0.0,0.0,0.0,0.0
