Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
NE,34.8,14.6,20.9,23.4
SF,14.1,18.8,14.8,15.9
SEA,10.4,19.8,17.3,15.8
NO,4.5,14.4,4.1,7.7
CHI,6.8,6.9,6.1,6.6
TB,9.4,3.5,6.7,6.5
BUF,8.4,1.8,3.5,4.6
LAC,1.8,6.6,2.7,3.7
GB,2.8,4.0,4.2,3.7
TEN,0.7,2.6,4.3,2.5
KC,1.0,0.9,4.1,2.0
PHI,1.7,1.4,1.3,1.5
IND,1.4,0.5,0.7,0.9
WAS,0.0,0.7,1.8,0.8
LV,0.1,0.3,1.7,0.7
CLE,0.3,0.4,1.1,0.6
PIT,0.2,0.8,0.8,0.6
NYG,0.0,0.3,1.0,0.5
LAR,0.9,0.0,0.3,0.4
DAL,0.4,0.1,0.3,0.3
ATL,0.1,0.3,0.3,0.2
CAR,0.0,0.3,0.3,0.2
BAL,0.0,0.3,0.3,0.2
MIA,0.1,0.2,0.2,0.2
JAX,0.0,0.3,0.1,0.1
ARI,0.0,0.0,0.4,0.1
DEN,0.1,0.1,0.2,0.1
CIN,0.1,0.1,0.1,0.1
MIN,0.0,0.2,0.1,0.1
HOU,0.0,0.1,0.1,0.1
DET,0.0,0.1,0.1,0.1
NYJ,0.0,0.1,0.1,0.1
