Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
CLE,41.4,48.7,42.4,44.2
NO,16.2,20.7,14.8,17.2
PIT,18.7,8.1,6.6,11.2
CHI,5.4,6.8,9.4,7.2
DET,6.0,3.3,9.2,6.2
ATL,3.8,4.5,3.8,4.0
HOU,1.5,1.4,3.4,2.1
OAK,2.2,1.2,2.5,1.9
NE,1.2,1.3,1.4,1.3
BUF,1.5,0.9,1.4,1.3
TEN,0.5,1.3,0.9,0.9
BAL,0.5,0.6,0.5,0.5
SEA,0.6,0.3,0.4,0.5
GB,0.1,0.1,0.6,0.3
LAR,0.0,0.2,0.4,0.2
NYJ,0.0,0.1,0.3,0.1
DEN,0.0,0.0,0.4,0.1
SF,0.1,0.1,0.2,0.1
PHI,0.0,0.0,0.3,0.1
IND,0.1,0.0,0.2,0.1
WAS,0.0,0.0,0.3,0.1
JAX,0.0,0.0,0.2,0.1
TB,0.0,0.0,0.2,0.1
CIN,0.1,0.0,0.1,0.0
MIA,0.0,0.0,0.1,0.0
NYG,0.0,0.0,0.1,0.0
CAR,0.0,0.0,0.1,0.0
DAL,0.0,0.0,0.0,0.0
