Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
TEN,40.3,29.2,24.4,31.3
DAL,32.5,26.5,26.8,28.6
MIN,5.5,14.9,8.3,9.6
CAR,5.6,3.8,6.4,5.3
NO,4.1,6.0,3.6,4.5
PIT,2.8,4.9,5.1,4.3
MIA,0.7,1.9,6.7,3.1
PHI,1.4,2.9,2.7,2.3
KC,2.3,2.3,2.4,2.3
SEA,1.5,1.7,2.6,1.9
BUF,1.0,1.7,2.0,1.6
JAX,1.1,1.3,1.3,1.2
LAR,0.3,1.0,1.1,0.8
GB,0.0,0.1,2.3,0.8
DEN,0.3,0.2,0.9,0.5
NE,0.2,0.5,0.5,0.4
LAC,0.1,0.3,0.4,0.3
IND,0.0,0.0,0.6,0.2
ARI,0.1,0.0,0.5,0.2
TB,0.0,0.0,0.5,0.2
OAK,0.0,0.1,0.3,0.1
NYJ,0.1,0.1,0.1,0.1
WAS,0.0,0.1,0.1,0.1
SF,0.0,0.1,0.1,0.1
CLE,0.0,0.0,0.1,0.0
CHI,0.0,0.0,0.1,0.0
NYG,0.0,0.0,0.1,0.0
BAL,0.0,0.0,0.1,0.0
ATL,0.0,0.0,0.0,0.0
CIN,0.0,0.0,0.0,0.0
