Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
NE,33.6,26.5,27.2,29.1
BAL,21.8,28.3,26.6,25.6
HOU,14.6,17.7,15.6,16.0
CAR,10.8,10.0,8.9,9.9
KC,2.6,4.7,5.3,4.2
DAL,4.8,3.3,4.0,4.0
CLE,3.7,3.8,3.9,3.8
TEN,2.7,1.3,2.1,2.0
LAC,1.6,0.5,0.9,1.0
CIN,0.4,0.7,1.1,0.7
CHI,0.9,0.5,0.7,0.7
PIT,0.3,0.7,0.7,0.6
BUF,0.6,0.4,0.5,0.5
NYG,0.3,0.3,0.5,0.4
PHI,0.3,0.2,0.3,0.3
SF,0.4,0.1,0.2,0.2
GB,0.2,0.2,0.3,0.2
DEN,0.1,0.1,0.2,0.1
SEA,0.1,0.1,0.1,0.1
NYJ,0.1,0.1,0.1,0.1
NO,0.1,0.1,0.1,0.1
LAR,0.0,0.1,0.1,0.1
MIN,0.1,0.1,0.1,0.1
DET,0.0,0.1,0.1,0.1
ATL,0.0,0.1,0.1,0.1
IND,0.0,0.0,0.1,0.0
TB,0.0,0.0,0.1,0.0
ARI,0.0,0.0,0.1,0.0
MIA,0.0,0.0,0.1,0.0
OAK,0.0,0.0,0.0,0.0
JAX,0.0,0.0,0.0,0.0
WAS,0.0,0.0,0.0,0.0
