Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
SEA,29.1,20.2,21.2,23.5
NE,16.1,22.9,22.3,20.4
BAL,11.3,16.4,13.1,13.6
CLE,16.7,8.6,6.5,10.6
ARI,11.2,5.1,7.9,8.1
GB,3.0,8.9,7.5,6.5
DAL,4.6,5.6,5.4,5.2
BUF,4.0,5.7,5.7,5.1
CHI,1.7,1.9,3.5,2.4
WAS,0.9,2.3,2.2,1.8
IND,0.4,0.5,1.1,0.7
DEN,0.3,0.6,1.0,0.6
PIT,0.2,0.4,1.1,0.5
SD,0.3,0.3,0.7,0.5
DET,0.1,0.3,0.2,0.2
HOU,0.1,0.1,0.1,0.1
NO,0.1,0.0,0.2,0.1
JAX,0.0,0.1,0.1,0.1
MIN,0.0,0.0,0.2,0.1
TEN,0.0,0.0,0.1,0.0
NYG,0.0,0.0,0.1,0.0
KC,0.0,0.0,0.1,0.0
ATL,0.0,0.0,0.1,0.0
MIA,0.0,0.0,0.0,0.0
CIN,0.0,0.0,0.0,0.0
SF,0.0,0.0,0.0,0.0
OAK,0.0,0.0,0.0,0.0
NYJ,0.0,0.0,0.0,0.0
CAR,0.0,0.0,0.0,0.0
STL,0.0,0.0,0.0,0.0
