Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
SD,49.8,30.9,25.7,35.5
TEN,15.6,15.3,12.4,14.4
NE,5.8,7.9,10.4,8.0
GB,6.7,8.4,7.2,7.4
DAL,5.1,8.3,7.5,7.0
OAK,4.4,7.9,8.2,6.8
SEA,4.6,4.8,4.4,4.6
LAR,1.8,4.2,5.1,3.7
WAS,1.8,2.5,2.9,2.4
PIT,0.9,2.1,2.4,1.8
KC,0.8,1.8,1.5,1.4
NYG,0.7,1.5,1.3,1.2
NO,0.3,0.6,2.5,1.1
BUF,0.3,0.8,1.6,0.9
HOU,0.6,0.9,0.9,0.8
JAX,0.0,0.2,1.8,0.7
PHI,0.1,0.1,0.9,0.4
ATL,0.2,0.3,0.4,0.3
CAR,0.0,0.0,0.7,0.2
SF,0.0,0.1,0.4,0.2
CHI,0.0,0.1,0.4,0.2
CLE,0.1,0.2,0.2,0.2
TB,0.2,0.1,0.2,0.2
IND,0.0,0.0,0.3,0.1
DEN,0.1,0.1,0.2,0.1
DET,0.0,0.1,0.1,0.1
CIN,0.0,0.0,0.2,0.1
BAL,0.0,0.1,0.1,0.1
MIA,0.1,0.0,0.2,0.1
ARI,0.0,0.0,0.1,0.0
NYJ,0.0,0.0,0.0,0.0
MIN,0.0,0.0,0.0,0.0
