Team,YahooYahoo,Average
SF,35.7,35.7
NE,28.1,28.1
CHI,14.3,14.3
BAL,6.2,6.2
DAL,2.6,2.6
NO,2.5,2.5
DEN,2.0,2.0
NYJ,1.6,1.6
OAK,1.6,1.6
GB,1.0,1.0
SD,0.9,0.9
PHI,0.9,0.9
PIT,0.9,0.9
TB,0.5,0.5
ATL,0.4,0.4
BUF,0.3,0.3
SEA,0.2,0.2
TEN,0.1,0.1
MIA,0.1,0.1
HOU,0.1,0.1
JAX,0.1,0.1
MIN,0.1,0.1
CAR,0.1,0.1
CLE,0.0,0.0
WAS,0.0,0.0
KC,0.0,0.0
NYG,0.0,0.0
DET,0.0,0.0
IND,0.0,0.0
STL,0.0,0.0
ARI,0.0,0.0
CIN,0.0,0.0
