Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
CAR,38.4,32.1,15.5,28.7
BAL,11.5,25.9,16.7,18.0
KC,12.6,12.0,11.7,12.1
CHI,16.1,8.6,11.0,11.9
NE,2.8,3.2,8.3,4.7
LAR,5.7,2.9,1.8,3.5
LAC,0.8,1.2,7.0,3.0
PIT,3.4,1.8,2.2,2.5
ARI,2.0,1.5,3.5,2.3
TEN,0.0,0.5,6.2,2.2
JAX,1.1,0.8,3.3,1.8
MIN,1.2,1.5,1.5,1.4
PHI,1.4,1.2,1.1,1.2
DET,1.0,1.0,1.2,1.1
WAS,0.6,1.1,1.4,1.0
DAL,0.6,1.2,0.8,0.9
CLE,0.1,0.9,0.4,0.5
GB,0.0,0.1,1.0,0.4
NYG,0.1,0.7,0.3,0.4
SF,0.0,0.3,0.8,0.4
OAK,0.0,0.2,0.7,0.3
DEN,0.1,0.2,0.5,0.3
NYJ,0.0,0.3,0.5,0.3
ATL,0.0,0.0,0.8,0.3
IND,0.0,0.2,0.4,0.2
CIN,0.0,0.0,0.6,0.2
TB,0.0,0.2,0.4,0.2
NO,0.1,0.1,0.2,0.1
SEA,0.1,0.0,0.2,0.1
MIA,0.0,0.1,0.1,0.1
HOU,0.0,0.1,0.1,0.1
BUF,0.0,0.0,0.1,0.0
