Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
GB,24.2,25.9,25.0,25.0
NYJ,19.9,22.1,17.1,19.7
DEN,23.4,10.2,11.2,14.9
NE,7.9,10.8,12.3,10.4
MIN,6.8,8.5,6.4,7.2
SEA,3.0,7.8,8.9,6.6
CIN,4.6,3.1,3.4,3.7
ATL,3.8,2.8,2.8,3.1
ARI,2.3,2.4,2.5,2.4
DET,0.9,1.6,2.7,1.7
HOU,0.5,0.7,2.0,1.1
PHI,0.4,1.2,1.1,0.9
TEN,0.4,0.7,0.6,0.6
BAL,0.5,0.5,0.5,0.5
MIA,0.2,0.2,0.7,0.4
JAX,0.2,0.4,0.3,0.3
CHI,0.4,0.2,0.3,0.3
PIT,0.1,0.1,0.5,0.2
SF,0.2,0.2,0.3,0.2
NYG,0.2,0.2,0.2,0.2
NO,0.0,0.1,0.4,0.2
KC,0.1,0.0,0.3,0.1
BUF,0.1,0.0,0.3,0.1
CAR,0.1,0.1,0.1,0.1
WAS,0.0,0.0,0.1,0.0
CLE,0.0,0.0,0.0,0.0
IND,0.0,0.0,0.0,0.0
SD,0.0,0.0,0.0,0.0
