Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
DAL,29.3,38.1,27.2,31.5
IND,19.8,20.4,21.7,20.6
BUF,14.1,11.6,17.3,14.4
PIT,9.2,8.4,7.0,8.2
MIA,8.8,4.1,4.9,5.9
BAL,5.6,5.6,5.3,5.5
NO,3.5,4.7,4.6,4.3
LV,4.8,0.9,2.8,2.8
KC,1.6,3.1,2.2,2.3
LAR,0.9,1.2,1.9,1.3
LAC,1.3,0.6,2.0,1.3
NE,0.5,0.5,0.8,0.6
ARI,0.8,0.1,0.5,0.5
SF,0.1,0.3,0.3,0.2
CIN,0.2,0.1,0.3,0.2
CLE,0.0,0.0,0.4,0.1
GB,0.1,0.0,0.3,0.1
HOU,0.1,0.1,0.2,0.1
NYJ,0.0,0.0,0.1,0.1
NYG,0.0,0.0,0.1,0.0
PHI,0.0,0.0,0.1,0.0
CAR,0.0,0.0,0.1,0.0
CHI,0.0,0.0,0.0,0.0
DEN,0.0,0.0,0.1,0.0
MIN,0.0,0.0,0.0,0.0
ATL,0.0,0.0,0.0,0.0
JAX,0.0,0.0,0.0,0.0
TEN,0.0,0.0,0.0,0.0
DET,0.0,0.0,0.0,0.0
SEA,0.0,0.0,0.0,0.0
TB,0.0,0.0,0.0,0.0
WAS,0.0,0.0,0.0,0.0
