Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
BUF,33.2,23.3,12.3,22.9
GB,19.0,10.4,15.2,14.9
MIA,10.1,16.7,14.0,13.6
NE,14.9,10.1,10.7,11.9
PHI,8.0,8.3,5.3,7.2
CAR,1.6,5.6,13.7,7.0
DET,3.1,4.9,2.3,3.4
SEA,2.1,4.6,2.6,3.1
NO,2.2,2.0,5.0,3.1
STL,1.7,4.2,2.1,2.7
JAX,1.5,4.2,1.4,2.4
PIT,0.9,2.3,2.5,1.9
TEN,0.1,0.2,2.8,1.0
SF,0.1,0.2,2.0,0.8
NYG,0.1,0.1,2.0,0.7
BAL,0.4,0.6,0.9,0.7
DEN,0.5,0.4,0.7,0.5
OAK,0.0,0.7,0.8,0.5
DAL,0.1,0.6,0.7,0.5
CHI,0.0,0.0,0.8,0.3
MIN,0.0,0.1,0.6,0.2
IND,0.1,0.0,0.4,0.2
CLE,0.0,0.1,0.3,0.1
KC,0.0,0.0,0.3,0.1
HOU,0.0,0.0,0.3,0.1
ATL,0.0,0.1,0.1,0.1
WAS,0.0,0.0,0.2,0.1
ARI,0.0,0.0,0.1,0.1
SD,0.1,0.0,0.1,0.0
TB,0.0,0.0,0.1,0.0
CIN,0.0,0.0,0.1,0.0
NYJ,0.0,0.0,0.1,0.0
